system:index,MATCH1_x,mean
00000000000000002b47,6Census Tract 5063.0185,0.171099083
00000000000000002b5a,6Census Tract 5079.0385,0.24318645
00000000000000002b5b,6Census Tract 5084.0185,0.247433177
00000000000000002b5c,6Census Tract 5084.0485,0.245484423
00000000000000002b5e,6Census Tract 5085.0385,0.20788349
00000000000000002b62,6Census Tract 5079.0485,0.243401401
00000000000000002b67,6Census Tract 5044.1285,0.209731183
00000000000000002b68,6Census Tract 5044.1385,0.143957834
00000000000000002b69,6Census Tract 5044.1485,0.180224055
00000000000000002b6a,6Census Tract 5044.1585,0.226873397
00000000000000002b6b,6Census Tract 5044.1685,0.197185824
00000000000000002b73,6Census Tract 5044.1885,0.197303619
00000000000000002b74,6Census Tract 5044.2185,0.200089245
00000000000000002b81,6Census Tract 5079.0585,0.218804382
00000000000000002b8f,6Census Tract 5044.2285,0.198182705
00000000000000002b91,6Census Tract 5063.0485,0.209022728
00000000000000002b92,6Census Tract 5063.0585,0.205706789
00000000000000002b93,6Census Tract 5064.0185,0.178792037
00000000000000002ba7,6Census Tract 5064.0285,0.217904735
00000000000000002ba8,6Census Tract 5065.0185,0.193680934
00000000000000002ba9,6Census Tract 5065.0385,0.230501615
00000000000000002bac,6Census Tract 5079.0685,0.238337155
00000000000000002bad,6Census Tract 5080.0185,0.236756117
00000000000000002bbf,6Census Tract 5066.0185,0.211739212
00000000000000002bc0,6Census Tract 5066.0385,0.226119092
00000000000000002bc1,6Census Tract 5066.0585,0.21987524
00000000000000002bc6,6Census Tract 5081.0185,0.197227829
00000000000000002be4,6Census Tract 510485,0.280038537
00000000000000002be5,6Census Tract 510785,0.217334001
00000000000000002bf4,6Census Tract 5091.0585,0.214958731
00000000000000002bf5,6Census Tract 5091.0685,0.200066584
00000000000000002bff,6Census Tract 5108.0185,0.229223178
00000000000000002c00,6Census Tract 5108.0385,0.260823214
00000000000000002c01,6Census Tract 510985,0.269344303
00000000000000002c02,6Census Tract 511085,0.262637888
00000000000000002c08,6Census Tract 511185,0.300846251
00000000000000002c09,6Census Tract 511485,0.328860843
00000000000000002c0b,6Census Tract 5120.2585,0.229547395
00000000000000002c0d,6Census Tract 5091.0985,0.193062954
00000000000000002c0e,6Census Tract 5092.0185,0.233673344
00000000000000002c18,6Census Tract 5092.0285,0.222869615
00000000000000002c19,6Census Tract 5093.0285,0.216708307
00000000000000002c24,6Census Tract 5093.0385,0.252047786
00000000000000002c2a,6Census Tract 5120.2985,0.220975414
00000000000000002c38,6Census Tract 5120.3085,0.241391537
00000000000000002c41,6Census Tract 5120.3485,0.255376296
00000000000000002c42,6Census Tract 5093.0485,0.146247075
00000000000000002c4c,6Census Tract 5119.0585,0.23482589
00000000000000002c4d,6Census Tract 5125.0585,0.219948198
00000000000000002c5a,6Census Tract 5125.0685,0.188880531
00000000000000002c5b,6Census Tract 5094.0185,0.217812503
00000000000000002c5c,6Census Tract 5094.0385,0.194071713
00000000000000002c5d,6Census Tract 5094.0485,0.179576328
00000000000000002c5e,6Census Tract 509585,0.241579786
00000000000000002c5f,6Census Tract 5120.0585,0.218605361
00000000000000002c68,6Census Tract 5125.0885,0.221758269
00000000000000002c6c,6Census Tract 509685,0.221583228
00000000000000002c6d,6Census Tract 509785,0.24682595
00000000000000002c6e,6Census Tract 5098.0285,0.253883126
00000000000000002c83,6Census Tract 5086.0285,0.172180982
00000000000000002c8b,6Census Tract 5099.0285,0.267025501
00000000000000002cdc,6Census Tract 5084.0385,0.216543514
0000000000000000182c,12Census Tract 7.1086,0.159530334
0000000000000000182d,12Census Tract 93.1586,0.143978353
0000000000000000182e,12Census Tract 16.0586,0.120922294
1830,12Census Tract 90.2486,0.201248552
1831,12Census Tract 14686,0.177726467
1833,12Census Tract 36.0286,0.152440902
1834,12Census Tract 57.0386,0.103315954
1835,12Census Tract 52.0286,0.164561621
1837,12Census Tract 66.0286,0.127421125
1838,12Census Tract 90.1586,0.217157677
0000000000000000183a,12Census Tract 37.0386,0.039983248
0000000000000000183b,12Census Tract 13886,0.099296813
0000000000000000183c,12Census Tract 67.0986,0.093811839
0000000000000000183d,12Census Tract 12186,0.172140801
0000000000000000183e,12Census Tract 12686,0.105281797
1843,12Census Tract 37.0586,0.086398564
1845,12Census Tract 97.0586,0.171476325
1847,12Census Tract 13486,0.110965753
1848,12Census Tract 13586,0.124187579
0000000000000000184a,12Census Tract 46.0586,0.214697165
0000000000000000184c,12Census Tract 12086,0.180037071
0000000000000000184d,12Census Tract 90.2086,0.158358515
1854,12Census Tract 67.0586,0.14418752
1856,12Census Tract 90.2686,0.19584227
1859,12Census Tract 46.0886,0.207737036
0000000000000000185c,12Census Tract 42.0386,0.115243891
1862,12Census Tract 39.1386,0.164915641
1864,12Census Tract 1.2586,0.076623264
1866,12Census Tract 17686,0.223417365
1867,12Census Tract 17886,0.22017928
1868,12Census Tract 17786,0.226243673
0000000000000000186b,12Census Tract 1.2286,0.172253399
0000000000000000186c,12Census Tract 16986,0.235154475
0000000000000000182f,12Census Tract 90.3086,0.136185448
1836,12Census Tract 39.1186,0.164300713
1839,12Census Tract 70.0186,0.184040228
0000000000000000183f,12Census Tract 53.0286,0.143751123
1840,12Census Tract 7.0686,0.113189516
1841,12Census Tract 54.0686,0.174576214
1842,12Census Tract 53.0486,0.163386496
1844,12Census Tract 90.2186,0.191442867
1846,12Census Tract 8.0786,0.144991918
0000000000000000184b,12Census Tract 52.0186,0.164701848
0000000000000000184e,12Census Tract 90.3186,0.160559666
0000000000000000184f,12Census Tract 93.1486,0.123041105
1851,12Census Tract 54.0986,0.136996758
1852,12Census Tract 53.0386,0.153205794
1853,12Census Tract 37.0786,0.098437217
1855,12Census Tract 62.0586,0.189082855
1857,12Census Tract 54.1086,0.170961143
1858,12Census Tract 67.1386,0.058685732
0000000000000000185a,12Census Tract 44.0586,0.147792245
0000000000000000185b,12Census Tract 90.4686,0.189878387
0000000000000000185d,12Census Tract 39.2186,0.13212453
0000000000000000185e,12Census Tract 67.1186,0.080796116
0000000000000000185f,12Census Tract 67.1486,0.100694195
1860,12Census Tract 44.0686,0.127004497
1861,12Census Tract 43.0186,0.109489805
1863,12Census Tract 2.1286,0.223222103
1865,12Census Tract 1.4086,0.168626301
1869,12Census Tract 44.0386,0.119505154
0000000000000000186a,12Census Tract 51.0386,0.161710659
0000000000000000186d,12Census Tract 13086,0.120073515
0000000000000000069e,36Census Tract 121.0287,0.276624502
000000000000000006c4,36Census Tract 12387,0.239813254
000000000000000021f3,6Census Tract 121587,0.105707408
2537,6Census Tract 1214.0387,0.218344346
00000000000000002a14,6Census Tract 101087,0.071943282
00000000000000002d57,51Census Tract 2001.2587,0.374080645
0000000000000000049c,36Census Tract 124.0287,0.261972424
0000000000000000049d,36Census Tract 115.0587,0.291483977
0000000000000000049e,36Census Tract 115.0687,0.326217184
000000000000000004b7,36Census Tract 122.0487,0.310944554
000000000000000004b8,36Census Tract 122.0387,0.321818957
000000000000000006c3,36Census Tract 122.0287,0.282964075
0000000000000000079b,36Census Tract 107.0287,0.240544481
00000000000000000af8,36Census Tract 121.0587,0.286552753
00000000000000000c18,36Census Tract 124.0187,0.266104316
000000000000000021f8,6Census Tract 100687,0.197426029
2459,6Census Tract 110287,0.188783686
0000000000000000245a,6Census Tract 121787,0.174089958
0000000000000000245b,6Census Tract 1105.0287,0.160139136
0000000000000000245c,6Census Tract 100287,0.198027851
0000000000000000245f,6Census Tract 110187,0.185337123
2460,6Census Tract 1214.0287,0.192400402
2461,6Census Tract 1105.0187,0.171363654
2534,6Census Tract 100887,0.169543311
2535,6Census Tract 110687,0.160511045
2536,6Census Tract 1214.0187,0.189309299
0000000000000000298c,6Census Tract 110387,0.129310846
00000000000000002d90,55Census Tract 10387,0.215011899
00000000000000001a09,17Census Tract 853289,0.261767969
0000000000000000181a,18Census Tract 20189,0.153513348
0000000000000000181f,18Census Tract 30589,0.160945129
1820,18Census Tract 30889,0.141179931
1822,18Census Tract 31089,0.148836472
0000000000000000182a,18Census Tract 40289,0.112343666
00000000000000001ad4,17Census Tract 853489,0.274085845
00000000000000001ad5,17Census Tract 853589,0.263273664
00000000000000001ad6,17Census Tract 853689,0.245858151
00000000000000001ad7,17Census Tract 854289,0.246787518
00000000000000001cc0,17Census Tract 851689,0.23682159
00000000000000001cf7,17Census Tract 8513.0289,0.232514055
00000000000000001cf8,17Census Tract 8513.0189,0.233402706
00000000000000001cfa,17Census Tract 8543.0189,0.271065544
00000000000000001d1b,17Census Tract 851489,0.224972032
00000000000000001f33,13Census Tract 218.1389,0.319226377
0.00E+00,42Census Tract 2038.0491,0.220326131
00000000000000000d83,42Census Tract 2024.0191,0.262065687
0.00E+00,42Census Tract 2055.0191,0.197087831
00000000000000000e6f,42Census Tract 203591,0.25225187
0.00E+00,42Census Tract 2036.0191,0.182465865
0.00E+00,42Census Tract 2036.0291,0.221014613
0.00E+00,42Census Tract 2038.0191,0.226873177
0.00E+00,42Census Tract 2038.0391,0.197735944
0.00E+00,42Census Tract 2089.0491,0.20384081
0.00E+00,42Census Tract 2039.0191,0.170798316
361,36Census Tract 210.0293,0.285109615
362,36Census Tract 20793,0.286674509
363,36Census Tract 20993,0.230032405
0000000000000000057e,36Census Tract 21593,0.269867318
00000000000000000d57,42Census Tract 10795,0.206147218
00000000000000000d58,42Census Tract 10995,0.190767667
00000000000000000d59,42Census Tract 11095,0.132634618
00000000000000000d80,42Census Tract 14295,0.221493895
1287,6Census Tract 2506.0195,0.240694926
000000000000000014fd,6Census Tract 2501.0395,0.248738727
1520,6Census Tract 2523.1595,0.251523643
0000000000000000152d,6Census Tract 2529.1495,0.280794043
000000000000000022b3,6Census Tract 2526.0895,0.235146979
000000000000000022b5,6Census Tract 2527.0495,0.215324656
000000000000000022b6,6Census Tract 2527.0595,0.214601335
2707,6Census Tract 251695,0.124519087
2720,6Census Tract 2519.0395,0.239342147
2736,6Census Tract 2521.0395,0.24555712
2745,6Census Tract 2525.0195,0.237982774
2779,6Census Tract 250995,0.092990999
000000000000000002be,39Census Tract 295,0.235323661
000000000000000002ed,39Census Tract 6395,0.25669664
000000000000000002fb,29Census Tract 695,0.220037071
000000000000000002fc,29Census Tract 6795,0.181548039
000000000000000002fd,29Census Tract 7195,0.159343907
000000000000000002fe,29Census Tract 7395,0.127096748
304,29Census Tract 6595,0.19735068
00000000000000000d73,42Census Tract 11195,0.215818919
00000000000000000d7f,42Census Tract 11295,0.218172712
1286,6Census Tract 250495,0.232005939
0000000000000000150a,6Census Tract 2523.1295,0.231840166
0000000000000000150b,6Census Tract 2526.1195,0.24484202
0000000000000000151d,6Census Tract 2529.1295,0.247928935
0000000000000000151e,6Census Tract 2529.1395,0.243684282
0000000000000000151f,6Census Tract 2534.0495,0.252065578
0000000000000000211b,6Census Tract 251095,0.185261317
0000000000000000211c,6Census Tract 251395,0.250026767
2131,6Census Tract 2523.1695,0.205221826
000000000000000022ab,6Census Tract 2526.0595,0.217466837
000000000000000022b1,6Census Tract 2526.0695,0.190917162
000000000000000022b2,6Census Tract 2526.0795,0.187295576
000000000000000022b4,6Census Tract 2527.0395,0.201937251
000000000000000022c4,6Census Tract 2526.1095,0.226957958
000000000000000022c5,6Census Tract 2529.0895,0.244753033
000000000000000022d1,6Census Tract 2531.0595,0.246468287
000000000000000022d2,6Census Tract 2531.0695,0.242157816
000000000000000022d3,6Census Tract 2531.0795,0.234823787
2544,6Census Tract 251195,0.197971258
2677,6Census Tract 250395,0.204712504
2705,6Census Tract 251495,0.216234642
2706,6Census Tract 251595,0.161175435
2708,6Census Tract 2517.0295,0.241665414
2744,6Census Tract 2524.0195,0.214564441
0000000000000000277a,6Census Tract 2526.0495,0.172072436
0000000000000000277b,6Census Tract 2519.0295,0.225803053
0000000000000000277c,6Census Tract 2529.1095,0.235971189
00000000000000002aaa,6Census Tract 251295,0.178857088
00000000000000002aad,6Census Tract 2525.0295,0.18568433
00000000000000002aae,6Census Tract 250295,0.209568207
00000000000000002b13,6Census Tract 2523.1495,0.208188857
00000000000000002cee,6Census Tract 2532.0395,0.26995202
1471,6Census Tract 1506.0997,0.247824469
1475,6Census Tract 1529.0597,0.280414709
1478,6Census Tract 1531.0397,0.332985358
1479,6Census Tract 1538.0497,0.291686159
1823,18Census Tract 350397,0.253767298
0000000000000000182b,18Census Tract 354297,0.143142457
00000000000000001b4a,17Census Tract 862097,0.186856645
00000000000000001b4b,17Census Tract 862197,0.205025173
00000000000000001cfc,17Census Tract 8624.0197,0.185859348
00000000000000001d08,17Census Tract 862797,0.178199752
00000000000000001d0d,17Census Tract 8624.0297,0.186334439
00000000000000001d0e,17Census Tract 8625.0197,0.155303329
00000000000000001d0f,17Census Tract 8613.0397,0.238140537
2385,6Census Tract 1530.0297,0.264170424
2386,6Census Tract 1525.0197,0.354656758
2408,6Census Tract 151997,0.280732033
2424,6Census Tract 1522.0197,0.307534824
0000000000000000242f,6Census Tract 1530.0397,0.285087212
2430,6Census Tract 1506.0397,0.280644154
2431,6Census Tract 1506.0197,0.23638069
2432,6Census Tract 1530.0697,0.306522824
2433,6Census Tract 1522.0297,0.327868189
000000000000000024a1,6Census Tract 1522.0397,0.311488988
000000000000000024ac,6Census Tract 1528.0297,0.233542224
000000000000000024ad,6Census Tract 1529.0397,0.34576037
000000000000000024ae,6Census Tract 1529.0497,0.323891305
000000000000000024db,6Census Tract 1531.0297,0.27889922
000000000000000024dc,6Census Tract 1530.0197,0.238071372
2547,6Census Tract 1506.0297,0.272258894
2748,6Census Tract 1513.0197,0.269701999
2749,6Census Tract 1513.0597,0.254450843
0000000000000000274a,6Census Tract 1513.0697,0.314568044
0000000000000000274e,6Census Tract 1513.1097,0.329630915
0000000000000000275a,6Census Tract 1515.0497,0.298551413
000000000000000028a3,6Census Tract 1506.1097,0.312806611
000000000000000028a4,6Census Tract 1531.0497,0.23112596
00000000000000000fef,46Census Tract 799,0.176790596
000000000000000013fc,6Census Tract 36.0599,0.268761424
2726,6Census Tract 9.0899,0.210462301
2727,6Census Tract 39.0899,0.221966045
000000000000000028c8,6Census Tract 9.1299,0.215021902
000000000000000028ed,6Census Tract 16.0399,0.238726962
000000000000000028f3,6Census Tract 27.0299,0.215720925
000000000000000013f1,6Census Tract 24.0199,0.21068671
000000000000000013f2,6Census Tract 36.0699,0.271210042
000000000000000013f3,6Census Tract 38.0499,0.254802881
2294,6Census Tract 8.0599,0.245477342
2295,6Census Tract 8.0699,0.233572552
2296,6Census Tract 8.0799,0.223543009
2297,6Census Tract 8.0399,0.193576964
2298,6Census Tract 9.0599,0.234203804
2299,6Census Tract 9.0699,0.27228956
0000000000000000229a,6Census Tract 9.0999,0.223176672
000000000000000022b9,6Census Tract 38.0299,0.241971313
000000000000000022da,6Census Tract 9.1099,0.212234835
000000000000000022db,6Census Tract 10.0199,0.220975769
000000000000000022dc,6Census Tract 9.1199,0.197208964
2724,6Census Tract 16.0499,0.249423208
2725,6Census Tract 1199,0.208654188
2728,6Census Tract 26.0399,0.210891704
0000000000000000273a,6Census Tract 3.0399,0.223990887
000000000000000028cd,6Census Tract 26.0499,0.191649701
000000000000000028ce,6Census Tract 26.0599,0.226475405
000000000000000028eb,6Census Tract 1299,0.268459727
000000000000000028ec,6Census Tract 16.0199,0.244045199
000000000000000028ee,6Census Tract 1799,0.176661887
000000000000000028fa,6Census Tract 39.0999,0.213377609
000000000000000028fe,6Census Tract 39.0699,0.238368727
00000000000000002bae,6Census Tract 24.0299,0.23613963
00000000000000002cad,6Census Tract 25.0399,0.211842186
00000000000000002cae,6Census Tract 20.0699,0.241535319
00000000000000002caf,6Census Tract 20.0599,0.236839414
00000000000000000cb3,42Census Tract 291101,0.144415738
00000000000000000cc9,42Census Tract 122.04101,0.177985675
00000000000000000ccf,42Census Tract 12.01101,0.090638122
00000000000000000cd5,42Census Tract 3101,0.056116322
00000000000000000cd6,42Census Tract 3101,0.056116322
00000000000000000cfb,42Census Tract 190101,0.105511255
00000000000000000cfc,42Census Tract 191101,0.119312335
00000000000000000d08,42Census Tract 207101,0.19148373
00000000000000000d0a,42Census Tract 209101,0.159836143
00000000000000000d0b,42Census Tract 210101,0.146176316
00000000000000000d0e,42Census Tract 214101,0.146737707
00000000000000000d0f,42Census Tract 215101,0.207254785
00000000000000000d32,42Census Tract 175101,0.097963893
00000000000000000d3b,42Census Tract 358101,0.225045633
00000000000000000d3e,42Census Tract 65101,0.212720177
00000000000000000d42,42Census Tract 13101,0.064229863
00000000000000000d50,42Census Tract 33101,0.102403961
00000000000000000d54,42Census Tract 82101,0.14316046
00000000000000000d55,42Census Tract 83.01101,0.149436698
00000000000000000d62,42Census Tract 69101,0.156208771
00000000000000000d63,42Census Tract 353.01101,0.230688823
00000000000000000d86,42Census Tract 8.01101,0.072398501
00000000000000000d91,42Census Tract 379101,0.08938229
00000000000000000db9,42Census Tract 271101,0.157147489
00000000000000000dba,42Census Tract 272101,0.18774616
00000000000000000dbb,42Census Tract 273101,0.153418781
00000000000000000dbc,42Census Tract 362.01101,0.241033941
00000000000000000dbd,42Census Tract 362.02101,0.204153119
00000000000000000dc7,42Census Tract 290101,0.170565965
00000000000000000dc8,42Census Tract 293101,0.123907723
00000000000000000dc9,42Census Tract 294101,0.105307969
00000000000000000dcb,42Census Tract 122.01101,0.176726241
00000000000000000de0,42Census Tract 329101,0.183999295
00000000000000000de5,42Census Tract 340101,0.230305948
00000000000000000de7,42Census Tract 347.01101,0.1672674
00000000000000000dea,42Census Tract 375101,0.218983251
00000000000000000df5,42Census Tract 125101,0.11748668
0.00E+00,42Census Tract 142101,0.03779815
0.00E+00,42Census Tract 357.01101,0.191255869
00000000000000000e0b,42Census Tract 289.02101,0.19204316
0.00E+00,42Census Tract 55101,0.207547872
0.00E+00,42Census Tract 7101,0.03666575
00000000000000000e1d,42Census Tract 64101,0.158403944
0.00E+00,42Census Tract 4.01101,0.036926237
00000000000000000e6c,42Census Tract 348.02101,0.20975989
00000000000000000cab,42Census Tract 145101,0.135485607
00000000000000000cac,42Census Tract 312101,0.128721004
00000000000000000cad,42Census Tract 218101,0.228787965
00000000000000000cae,42Census Tract 91101,0.103604582
00000000000000000caf,42Census Tract 336101,0.185452438
00000000000000000cb0,42Census Tract 42.02101,0.066009936
00000000000000000cb1,42Census Tract 168101,0.141021109
00000000000000000cb2,42Census Tract 70101,0.097788224
00000000000000000cb4,42Census Tract 213101,0.163670655
00000000000000000cb5,42Census Tract 300101,0.143087029
00000000000000000cb6,42Census Tract 133101,0.066749041
00000000000000000cca,42Census Tract 136.02101,0.079058287
00000000000000000ccb,42Census Tract 345.02101,0.173364383
00000000000000000ccc,42Census Tract 9.02101,0.055946433
00000000000000000ccd,42Census Tract 8.04101,0.019542609
00000000000000000cce,42Census Tract 12.02101,0.057933693
00000000000000000cd0,42Census Tract 27.02101,0.066426282
00000000000000000cd1,42Census Tract 263.01101,0.147046518
00000000000000000cd2,42Census Tract 244101,0.169295007
00000000000000000cd3,42Census Tract 1101,0.078306388
00000000000000000cd4,42Census Tract 2101,0.049449649
00000000000000000cd9,42Census Tract 367101,0.073266946
00000000000000000cdf,42Census Tract 376101,0.066749573
00000000000000000cea,42Census Tract 10.01101,0.09262305
00000000000000000ceb,42Census Tract 4.02101,0.026587985
00000000000000000ced,42Census Tract 372101,0.129519434
00000000000000000cf0,42Census Tract 255101,0.253853247
00000000000000000cf1,42Census Tract 257101,0.228904962
00000000000000000cf2,42Census Tract 259101,0.155327989
00000000000000000cf3,42Census Tract 176.02101,0.096842408
00000000000000000cf4,42Census Tract 178101,0.102471209
00000000000000000cf5,42Census Tract 179101,0.094139138
00000000000000000cf6,42Census Tract 177.01101,0.093600503
00000000000000000cf7,42Census Tract 134.02101,0.101187925
00000000000000000cf8,42Census Tract 136.01101,0.074130444
00000000000000000cf9,42Census Tract 88.01101,0.094400801
00000000000000000cfa,42Census Tract 152101,0.162552332
00000000000000000cfd,42Census Tract 192101,0.074868397
00000000000000000cfe,42Census Tract 197101,0.088040145
00000000000000000d01,42Census Tract 198101,0.106088343
00000000000000000d02,42Census Tract 199101,0.100653223
00000000000000000d03,42Census Tract 200101,0.08588844
00000000000000000d05,42Census Tract 202101,0.118055664
00000000000000000d06,42Census Tract 203101,0.123297805
00000000000000000d07,42Census Tract 204101,0.107472517
00000000000000000d0c,42Census Tract 211101,0.193389217
00000000000000000d0d,42Census Tract 212101,0.212674513
00000000000000000d10,42Census Tract 156101,0.115985595
00000000000000000d11,42Census Tract 157101,0.083220801
00000000000000000d12,42Census Tract 158101,0.072189505
00000000000000000d13,42Census Tract 160101,0.076338113
00000000000000000d14,42Census Tract 161101,0.083053007
00000000000000000d15,42Census Tract 162101,0.150659721
00000000000000000d18,42Census Tract 163101,0.111443016
00000000000000000d19,42Census Tract 164101,0.122662793
00000000000000000d1a,42Census Tract 165101,0.157584789
00000000000000000d1b,42Census Tract 166101,0.118235893
00000000000000000d1c,42Census Tract 169.01101,0.127486792
00000000000000000d1d,42Census Tract 172.02101,0.103643165
00000000000000000d1e,42Census Tract 274.01101,0.117395952
00000000000000000d1f,42Census Tract 201.01101,0.135130813
00000000000000000d20,42Census Tract 289.01101,0.120344928
00000000000000000d21,42Census Tract 305.01101,0.121902657
00000000000000000d22,42Census Tract 167.02101,0.107083994
00000000000000000d23,42Census Tract 88.02101,0.108810658
00000000000000000d24,42Census Tract 217101,0.226043458
00000000000000000d25,42Census Tract 237101,0.21082326
00000000000000000d26,42Census Tract 240101,0.171050654
00000000000000000d28,42Census Tract 149101,0.139537531
00000000000000000d29,42Census Tract 147101,0.105479487
00000000000000000d2a,42Census Tract 148101,0.164862962
00000000000000000d2d,42Census Tract 242101,0.168110206
00000000000000000d2e,42Census Tract 243101,0.19276599
00000000000000000d2f,42Census Tract 245101,0.199383401
00000000000000000d30,42Census Tract 246101,0.176839441
00000000000000000d31,42Census Tract 174101,0.118086184
00000000000000000d33,42Census Tract 176.01101,0.108131354
00000000000000000d34,42Census Tract 247101,0.20565265
00000000000000000d35,42Census Tract 249101,0.150615148
00000000000000000d36,42Census Tract 252101,0.179024163
00000000000000000d37,42Census Tract 254101,0.22065102
00000000000000000d3c,42Census Tract 260101,0.19524564
00000000000000000d3d,42Census Tract 275101,0.154341481
00000000000000000d3f,42Census Tract 66101,0.117034069
00000000000000000d40,42Census Tract 67101,0.140762532
00000000000000000d41,42Census Tract 72101,0.109079869
00000000000000000d43,42Census Tract 16101,0.059294468
00000000000000000d44,42Census Tract 17101,0.090881318
00000000000000000d45,42Census Tract 73101,0.108855113
00000000000000000d46,42Census Tract 74101,0.125953571
00000000000000000d47,42Census Tract 18101,0.065108706
00000000000000000d48,42Census Tract 19101,0.063881081
00000000000000000d49,42Census Tract 21101,0.070211893
00000000000000000d4a,42Census Tract 22101,0.06093649
00000000000000000d4b,42Census Tract 24101,0.059585595
00000000000000000d4c,42Census Tract 25101,0.096481809
00000000000000000d4d,42Census Tract 29101,0.066294229
00000000000000000d4e,42Census Tract 31101,0.068060354
00000000000000000d4f,42Census Tract 32101,0.093259572
00000000000000000d51,42Census Tract 78101,0.143006345
00000000000000000d52,42Census Tract 79101,0.138014231
00000000000000000d53,42Census Tract 80101,0.111838185
00000000000000000d56,42Census Tract 36101,0.129731685
00000000000000000d5a,42Census Tract 37.01101,0.05694913
00000000000000000d5b,42Census Tract 37.02101,0.058046795
00000000000000000d5c,42Census Tract 38101,0.088475272
00000000000000000d5d,42Census Tract 39.01101,0.045523142
00000000000000000d5e,42Census Tract 39.02101,0.085404914
00000000000000000d5f,42Census Tract 40.01101,0.047466055
00000000000000000d60,42Census Tract 153101,0.104954473
00000000000000000d61,42Census Tract 253101,0.179278408
00000000000000000d64,42Census Tract 319101,0.190119298
00000000000000000d65,42Census Tract 283101,0.127375468
00000000000000000d66,42Census Tract 83.02101,0.098193316
00000000000000000d67,42Census Tract 84101,0.089045362
00000000000000000d68,42Census Tract 85101,0.08339809
00000000000000000d69,42Census Tract 90101,0.129534699
00000000000000000d6a,42Census Tract 40.02101,0.04965671
00000000000000000d6b,42Census Tract 41.01101,0.05397508
00000000000000000d6c,42Census Tract 41.02101,0.058772513
00000000000000000d6d,42Census Tract 112101,0.128331217
00000000000000000d6e,42Census Tract 23101,0.071716431
00000000000000000d6f,42Census Tract 62101,0.117051498
00000000000000000d70,42Census Tract 323101,0.165685812
00000000000000000d71,42Census Tract 6101,0.018798845
00000000000000000d72,42Census Tract 15101,0.064361221
00000000000000000d74,42Census Tract 92101,0.165709904
00000000000000000d75,42Census Tract 93101,0.117758532
00000000000000000d76,42Census Tract 94101,0.13254024
00000000000000000d77,42Census Tract 95101,0.10216712
00000000000000000d78,42Census Tract 96101,0.109403217
00000000000000000d79,42Census Tract 100101,0.13603204
00000000000000000d7a,42Census Tract 101101,0.118623466
00000000000000000d7b,42Census Tract 102101,0.128461438
00000000000000000d7c,42Census Tract 103101,0.115164725
00000000000000000d7d,42Census Tract 104101,0.155419515
00000000000000000d7e,42Census Tract 105101,0.153079948
00000000000000000d92,42Census Tract 390101,0.142740359
00000000000000000d95,42Census Tract 146101,0.099389924
00000000000000000d98,42Census Tract 261101,0.18989302
00000000000000000d99,42Census Tract 262101,0.191149869
00000000000000000d9a,42Census Tract 263.02101,0.146374651
00000000000000000d9b,42Census Tract 264101,0.190524826
00000000000000000d9c,42Census Tract 265101,0.171296862
00000000000000000db1,42Census Tract 266101,0.205527659
00000000000000000db2,42Census Tract 267101,0.117196537
00000000000000000db8,42Census Tract 269101,0.234618523
00000000000000000dbe,42Census Tract 277101,0.148956088
00000000000000000dbf,42Census Tract 278101,0.144352327
00000000000000000dc0,42Census Tract 280101,0.135833643
00000000000000000dc1,42Census Tract 276101,0.133662512
00000000000000000dc2,42Census Tract 282101,0.136872727
00000000000000000dc3,42Census Tract 284101,0.153796179
00000000000000000dc4,42Census Tract 285101,0.111002888
00000000000000000dc5,42Census Tract 286101,0.126762373
00000000000000000dc6,42Census Tract 287101,0.094455982
00000000000000000dca,42Census Tract 98.01101,0.152148491
00000000000000000dcc,42Census Tract 71.01101,0.108120376
00000000000000000dcd,42Census Tract 28.01101,0.045737567
00000000000000000dce,42Census Tract 298101,0.136902959
00000000000000000dcf,42Census Tract 299101,0.137748688
00000000000000000dd0,42Census Tract 301101,0.177575643
00000000000000000dd1,42Census Tract 302101,0.144348119
00000000000000000dd2,42Census Tract 306101,0.18056623
00000000000000000dd3,42Census Tract 363.02101,0.187286567
00000000000000000dd4,42Census Tract 307101,0.191204569
00000000000000000dd5,42Census Tract 308101,0.180605675
00000000000000000dd6,42Census Tract 309101,0.172180633
00000000000000000dd7,42Census Tract 310101,0.170488757
00000000000000000dd8,42Census Tract 313101,0.129097045
00000000000000000dd9,42Census Tract 316101,0.114776737
00000000000000000dda,42Census Tract 317101,0.163229075
00000000000000000ddb,42Census Tract 318101,0.133280221
00000000000000000ddc,42Census Tract 320101,0.133799041
00000000000000000ddd,42Census Tract 321101,0.145423273
00000000000000000dde,42Census Tract 325101,0.160860961
00000000000000000ddf,42Census Tract 326101,0.124899846
00000000000000000de1,42Census Tract 330101,0.108553575
00000000000000000de2,42Census Tract 333101,0.173515385
00000000000000000de3,42Census Tract 334101,0.144132772
00000000000000000de4,42Census Tract 338101,0.185982045
00000000000000000de6,42Census Tract 341101,0.20496829
00000000000000000de8,42Census Tract 86.02101,0.097453352
00000000000000000de9,42Census Tract 98.02101,0.174160271
00000000000000000deb,42Census Tract 180.01101,0.101083229
00000000000000000def,42Census Tract 110101,0.149291672
00000000000000000df0,42Census Tract 113101,0.123896333
00000000000000000df1,42Census Tract 114101,0.153267926
00000000000000000df2,42Census Tract 115101,0.133319939
00000000000000000df3,42Census Tract 118101,0.139118528
00000000000000000df4,42Census Tract 119101,0.167706976
